"county","county_ascii","county_full","state_name","population","age_median","income_household_median","income_individual_median","home_ownership","home_value","rent_median","rent_burden","education_less_highschool","education_highschool","highschool_or_less","education_some_college","education_bachelors","education_graduate","education_college_or_above","education_stem_degree","unemployment_rate","poverty","health_uninsured"
"Ionia","Ionia","Ionia County","Michigan",64300,38.7,57043,29878,76.6,131655,768,25.3,9.5,39.1,48.599998474121094,35,11.5,4.9,16.4,39.4,4.5,11.8,6
"Warren","Warren","Warren County","New York",64276,46.8,61024,32238,70.7,195922,929,32,8.1,30.6,38.70000076293945,30,16.7,14.7,31.4,42.2,4,9.5,3.9
"Crow Wing","Crow Wing","Crow Wing County","Minnesota",64217,44.5,56549,30326,76.5,198531,806,31.5,5.9,29.9,35.799999713897705,39.5,15.9,8.8,24.7,40.1,2.9,10.8,4.6
"Lake","Lake","Lake County","California",64195,45.6,47040,25172,66.4,212598,978,34.6,14.2,30.5,44.69999980926514,39.7,10,5.5,15.5,47.5,8.7,18.6,7.1
"Hamblen","Hamblen","Hamblen County","Tennessee",64132,40.7,43619,23358,66.9,137162,735,30.1,18.7,38.6,57.29999923706055,25.9,10.7,6.1,16.8,42,7.3,17.3,11.1
"Walker","Walker","Walker County","Alabama",64110,42.1,43629,24078,77.2,104743,626,31.8,18.2,37.5,55.70000076293945,33,7.4,4,11.4,33.8,8.4,18.1,11.8
"Starr","Starr","Starr County","Texas",64078,28.8,30387,14038,75.1,73588,588,37,46.7,26.3,73,17.1,7.1,2.7,9.8,41.3,14.6,34.7,34.8
"Sauk","Sauk","Sauk County","Wisconsin",63922,41.1,59943,31042,68.9,182601,801,28.7,9.1,33.9,43.00000190734863,33,16.7,7.4,24.1,44.7,2.9,9.9,6.1
"Tehama","Tehama","Tehama County","California",63912,41,44514,23061,65.4,209138,872,37.4,15.5,30.1,45.60000038146973,38.7,11.1,4.6,15.7,48.9,8.6,22.1,6.3
"Chippewa","Chippewa","Chippewa County","Wisconsin",63892,41.2,59742,30668,73.1,167701,821,28.6,7.2,35.4,42.60000133514404,36.4,14.4,6.6,21,41.2,3.1,10.3,5.5
"Carbon","Carbon","Carbon County","Pennsylvania",63887,46.2,57006,29134,75.8,141963,830,27.2,10.6,45.3,55.89999961853027,26.2,11.1,6.8,17.9,42.9,6.4,11.7,4.2
"Mason","Mason","Mason County","Washington",63804,45.6,57634,28386,77.4,227515,988,31.8,11.4,31.2,42.60000038146973,39.8,11.5,6.2,17.7,49.8,6.9,14,6.9
"Pope","Pope","Pope County","Arkansas",63761,35.3,43462,21502,68.9,124900,681,30.6,15.5,35.2,50.70000076293945,26.5,15.1,7.7,22.8,40.9,6.4,18.8,8.6
"Coos","Coos","Coos County","Oregon",63686,48.6,45051,24980,65.9,194471,818,30.8,11.2,30.2,41.40000057220459,40.9,11,6.8,17.8,50,7.6,16.1,6.9
"Livingston","Livingston","Livingston County","New York",63591,41.3,59510,29939,74.7,127568,798,35.3,9.4,31.9,41.29999923706055,32.2,14.4,12.1,26.5,46,3.5,13.2,3.2
"Clay","Clay","Clay County","Minnesota",63446,32.6,65269,32368,67.5,196059,865,33.1,5.1,23.7,28.80000066757202,37,24.5,9.6,34.1,32.1,2.8,12.3,4.1
"Montcalm","Montcalm","Montcalm County","Michigan",63413,40.7,49448,25605,78.1,113476,697,30.9,11.3,40.4,51.70000171661377,34.9,8.9,4.4,13.3,37.1,3.8,14.4,7.6
"Sampson","Sampson","Sampson County","North Carolina",63385,40.3,42151,22516,69.3,92287,648,29.2,20.7,34.2,54.900001525878906,31.4,9.7,4,13.7,32.4,6.9,20.9,15.7
"Salem","Salem","Salem County","New Jersey",62990,42.1,66842,32111,71.1,183589,1019,40.9,11.2,38.4,49.60000133514404,29.4,14.1,7,21.1,42.8,6,12.4,5.3
"Reno","Reno","Reno County","Kansas",62765,40.3,49936,26565,69.3,100911,696,27.7,11.5,27.7,39.20000076293945,39.9,14,6.9,20.9,35.3,4.5,12.9,9.4
"Crawford","Crawford","Crawford County","Arkansas",62739,38.6,46828,25758,76,113747,701,28.7,15,37.3,52.29999923706055,31.7,11,5,16,43.1,4.5,17.2,8.1
"Acadia","Acadia","Acadia Parish","Louisiana",62457,36.7,43396,22795,71.1,118091,662,40.3,21,41.3,62.29999923706055,24.3,10,3.3,13.3,30.9,8.1,24.2,10.6
"Warrick","Warrick","Warrick County","Indiana",62280,41.2,73482,35851,78.5,168132,865,26.2,6.8,31.3,38.09999942779541,31.7,19.1,11.2,30.3,45.5,3.3,6.9,4.7
"Herkimer","Herkimer","Herkimer County","New York",62057,44.2,54646,28005,73.6,101630,675,24,10.2,36.9,47.10000133514404,31.4,12.2,9.3,21.5,41.8,5.9,13.6,5
"Lamar","Lamar","Lamar County","Mississippi",61969,35.9,60328,30085,67.5,176307,927,30.8,10.6,24.2,34.80000114440918,31.1,21.3,12.8,34.1,40.4,10.3,18.3,13.2
"Georgetown","Georgetown","Georgetown County","South Carolina",61952,49.5,48456,23586,78.8,188723,901,37,12.8,28.8,41.59999942779541,31.1,16.7,10.6,27.3,40.3,7.2,17.9,10.2
"Garfield","Garfield","Garfield County","Oklahoma",61898,35.8,54006,27646,65.8,112773,856,24.5,12.1,36.2,48.30000114440918,28.8,15.2,7.8,23,36.1,4.9,13.8,14.7
"Washington","Washington","Washington County","New York",61616,44.2,57258,29231,74,148290,855,26.6,12.1,38.7,50.80000114440918,28.6,11.7,8.8,20.5,42,4.8,11.3,5.5
"Stanly","Stanly","Stanly County","North Carolina",61588,42.2,52623,26826,74.4,138318,708,25.8,14.7,33.3,47.999999046325684,34.7,12.5,4.9,17.4,35.9,5.7,12.9,11.2
"Knox","Knox","Knox County","Ohio",61481,39.4,57749,27404,72,154810,737,26.5,8.7,39.8,48.499999046325684,28.5,15.2,7.8,23,43.1,4.4,13.1,9.6
"Tipton","Tipton","Tipton County","Tennessee",61447,37.5,61291,30703,71.3,148213,825,29.5,12.2,37.6,49.79999828338623,32.9,10.9,6.3,17.2,40.9,6.1,12.4,9.1
"Liberty","Liberty","Liberty County","Georgia",61349,28.4,48007,28879,45.7,125299,1067,31.6,9.3,31.6,40.90000057220459,40.9,12.5,5.8,18.3,32.7,9.9,15.9,11.2
"Hall","Hall","Hall County","Nebraska",61265,35.9,57104,30996,62.3,145916,768,25.3,15.4,31.3,46.69999885559082,31.8,15.2,6.3,21.5,34.2,4,11.8,11.9
"Pittsylvania","Pittsylvania","Pittsylvania County","Virginia",61256,47.2,47690,25237,75.4,123177,725,28.2,17.3,35,52.29999923706055,33.1,9.7,4.9,14.6,39.8,5.8,16.1,8.6
"Haywood","Haywood","Haywood County","North Carolina",61053,47.6,51659,27234,73,179184,785,32.8,12,26.4,38.39999961853027,35.7,15.4,10.6,26,38.4,4.3,13.4,9.9
"Bradford","Bradford","Bradford County","Pennsylvania",60963,44.5,52358,27407,74,149174,738,27.4,9.9,47,56.89999961853027,24.4,12.1,6.6,18.7,46.5,4.6,12.7,6.7
"Belknap","Belknap","Belknap County","New Hampshire",60887,47.4,69447,32332,75.5,226426,999,31.4,6.8,29.5,36.30000019073486,31.2,19.5,13,32.5,41,3.9,8.6,6.6
"St. Joseph","St. Joseph","St. Joseph County","Michigan",60836,39.6,52086,27909,74.6,122260,722,27.4,13,36.6,49.599998474121094,34.3,10.4,5.7,16.1,34.3,4.4,14.8,8.3
"Barry","Barry","Barry County","Michigan",60540,42.5,64490,31940,83.5,158390,869,26.3,7.3,37.7,45.000000953674316,33.8,14.8,6.2,21,40.7,4.8,7.7,4.2
"Lee","Lee","Lee County","North Carolina",60481,38.6,49994,25799,66.7,144225,775,26.6,16.5,26.8,43.29999923706055,35.1,14.3,7.2,21.5,41.4,7,16.1,13.9
"Effingham","Effingham","Effingham County","Georgia",60477,36,66822,32482,75.9,162782,1023,29.4,11.7,37.5,49.19999980926514,30.8,13.2,6.9,20.1,41.2,3.7,8.5,8.9
"Washington","Washington","Washington County","Ohio",60426,44.3,50021,26399,73.6,131536,668,30.4,9.4,40.3,49.69999885559082,31.5,12.2,6.7,18.9,43.8,4,14.2,7.2
"Pender","Pender","Pender County","North Carolina",60399,42.7,57240,27265,81.2,195453,919,34.6,12.2,27.6,39.80000019073486,32.2,17.8,10.1,27.9,42.3,7.7,14.1,10.2
"San Benito","San Benito","San Benito County","California",60376,35.7,86958,33547,63.7,551380,1535,30.8,19.5,24.8,44.29999923706055,36,13.6,6.1,19.7,50.3,6.9,8.4,7.5
"Columbia","Columbia","Columbia County","New York",60371,48.2,66787,33048,73.7,232745,928,29.2,9.7,30,39.69999980926514,27.7,17.2,15.5,32.7,40.1,4.9,11.6,4.6
"Walla Walla","Walla Walla","Walla Walla County","Washington",60365,37.5,57858,28051,64.8,224321,926,31.4,11.7,19.8,31.499999046325684,38.6,18.1,11.7,29.8,49.5,4.7,13.3,7.2
"Laurel","Laurel","Laurel County","Kentucky",60357,40,41526,22721,69.9,106446,651,34.6,18.9,39.1,57.99999809265137,27.5,8.7,5.7,14.4,37.6,6.5,23.2,6.5
"Lawrence","Lawrence","Lawrence County","Ohio",60184,41.8,45118,24733,72.2,103970,733,30.1,12.5,43.9,56.400001525878906,28.7,9.7,5.2,14.9,41.3,5.6,18.1,5.6
"Otsego","Otsego","Otsego County","New York",59972,42.3,54028,25415,72.2,144854,833,30.4,8.3,31.3,39.59999942779541,29.4,16.9,14.2,31.1,45.6,5.8,14.9,4.8
"Mercer","Mercer","Mercer County","West Virginia",59919,43.1,40784,22391,69.5,92747,672,31,16.5,39.5,56,24.6,12.7,6.7,19.4,40.6,7.3,19.8,6.3
"Vermilion","Vermilion","Vermilion Parish","Louisiana",59865,38,51945,26353,77.2,124531,685,30.5,22.1,41.3,63.39999961853027,22.4,9.9,4.3,14.2,36.4,7.4,17.6,9.2
"Pike","Pike","Pike County","Kentucky",59497,42.5,34856,20813,72.9,78277,665,40.2,23,39.4,62.400001525878906,24.5,6.7,6.3,13,38.5,8.7,24.9,6.1
"Granville","Granville","Granville County","North Carolina",59328,42.7,55856,27413,72.1,150758,831,31.6,15.7,30.6,46.30000019073486,31.2,15.5,7,22.5,50.1,5.6,14.3,8.8
"Cumberland","Cumberland","Cumberland County","Tennessee",59216,51,45958,24268,77.6,153393,696,27,14.2,37.7,51.90000057220459,29.7,11.3,7.1,18.4,41.4,5.4,13.8,9.6
"Lowndes","Lowndes","Lowndes County","Mississippi",59150,37.1,50441,27971,63.5,129966,805,31.3,14,32,46,30.6,14.8,8.6,23.4,39.4,8.1,20.4,12
"Garfield","Garfield","Garfield County","Colorado",59055,36.5,75937,36618,66.9,357815,1201,25.8,11.9,27,38.89999961853027,30.1,20.7,10.3,31,43.4,4.4,8.6,16
"Sandusky","Sandusky","Sandusky County","Ohio",59029,42.2,54089,29611,72.7,115308,701,26,9.6,42.4,52.00000190734863,31.9,10.8,5.3,16.1,34.4,4.6,11.6,4.6
"Duplin","Duplin","Duplin County","North Carolina",58967,40.5,41764,21302,70.4,90443,665,30.6,24,31.8,55.79999923706055,32,8.1,4,12.1,33.7,8,21.2,17.1
"Rutland","Rutland","Rutland County","Vermont",58892,46.5,56139,30112,71.4,177477,826,32.8,7.4,34.4,41.80000162124634,27.3,19.4,11.4,30.8,41.9,3.1,10.1,4.6
"Kenai Peninsula","Kenai Peninsula","Kenai Peninsula Borough","Alaska",58464,40.8,66064,30696,72.8,241290,987,27.9,7.3,31.2,38.500000953674316,36.8,15.1,9.5,24.6,46.9,7.2,12.1,16
"Washington","Washington","Washington County","Vermont",58350,43.7,62791,33620,70.4,227189,916,30.7,6.3,26.9,33.19999980926514,24.9,23.5,18.3,41.8,44.8,3.2,10.6,3.1
"Huron","Huron","Huron County","Ohio",58339,39.8,52560,28398,70.9,124201,695,25.7,11.5,46.2,57.70000076293945,28,9.6,4.8,14.4,37.5,4.3,13.2,7
"Hood","Hood","Hood County","Texas",58318,47,64041,31204,77.3,193650,961,32.1,10.6,30,40.60000038146973,33,17,9.4,26.4,35.7,3.8,9.7,14.9
"Otter Tail","Otter Tail","Otter Tail County","Minnesota",58195,46.8,58682,31660,78.3,188982,678,26,7.9,29.5,37.40000009536743,37.6,17.4,7.5,24.9,39.6,3.1,9.3,4.8
"Newton","Newton","Newton County","Missouri",58180,39.9,50813,26793,71.5,130479,699,25,12.9,34.5,47.39999961853027,32.6,13.3,6.7,20,39.1,3.8,13.5,12.6
"Maverick","Maverick","Maverick County","Texas",58174,29.6,39625,18489,65.7,103490,659,30.9,40.5,22.6,63.10000038146973,24.2,9.9,2.8,12.7,41,9.2,26.9,31.1
"Jackson","Jackson","Jackson County","Illinois",57977,31.9,37241,21117,51.5,108303,691,41.1,8.1,24.1,32.20000076293945,33.7,15.4,18.7,34.1,42.7,8.6,26.5,6.4
"Russell","Russell","Russell County","Alabama",57952,36.3,42443,24726,60.2,118597,803,33.9,16.2,31.4,47.60000038146973,34.6,11.4,6.4,17.8,33.8,6.4,20.7,11.5
"Anderson","Anderson","Anderson County","Texas",57810,39.3,43455,23143,69.6,101403,770,28,18.7,38.9,57.60000228881836,31.8,6.8,3.8,10.6,36.9,3.2,14.9,14.5
"Genesee","Genesee","Genesee County","New York",57808,43.1,60524,30771,72.3,119095,747,28.5,7.8,36,43.80000019073486,34,13.3,9,22.3,39.1,4.1,10.9,3.5
"Pickaway","Pickaway","Pickaway County","Ohio",57762,39.7,63633,30721,74.6,162038,812,30.4,12.8,42.6,55.39999866485596,26.2,12.1,6.4,18.5,45.1,4.2,12.1,5.7
"Eddy","Eddy","Eddy County","New Mexico",57732,35.2,65328,30903,69.5,155547,946,25,15.6,36.6,52.19999885559082,31.6,10,6.2,16.2,40.1,4.5,14.6,9.5
"Blount","Blount","Blount County","Alabama",57681,40.7,49358,26976,78.8,122244,667,29.4,19.5,33.4,52.900001525878906,34,8.6,4.5,13.1,38.1,3.4,13.6,10.8
"Oxford","Oxford","Oxford County","Maine",57550,47,49204,24424,80.8,141451,713,34.9,8.1,42,50.10000038146973,30.7,12.7,6.5,19.2,42.9,5.5,15.1,8.8
"Gordon","Gordon","Gordon County","Georgia",57202,38.4,45865,25156,65.1,135467,731,28.5,22.1,34.9,57.00000190734863,28.3,8.7,5.9,14.6,42.4,3.3,18,15.3
"Columbia","Columbia","Columbia County","Wisconsin",57133,42.4,68005,36664,74.4,192366,801,25,7.3,33.7,41.000000953674316,35.7,16.3,7,23.3,41.1,2.8,7.1,4.9
"Cherokee","Cherokee","Cherokee County","South Carolina",56895,39.3,36883,23065,68.9,100615,712,38.2,19.7,34.7,54.400001525878906,31.4,9.4,4.8,14.2,33.4,6,19.4,10.5
"Lincoln","Lincoln","Lincoln County","South Dakota",56826,34.9,82473,39432,76.7,228723,963,23.9,5.2,23,28.199999809265137,34.3,24.8,12.7,37.5,45.5,2,4.1,4.6
"Hardin","Hardin","Hardin County","Texas",56765,39.2,60339,30905,81.2,121751,808,29.7,12,38.2,50.20000076293945,32.9,12.1,4.8,16.9,31.8,3.5,12.1,14.2
"Lenoir","Lenoir","Lenoir County","North Carolina",56756,42.7,39402,22957,59.3,96694,717,32.8,20.3,31.9,52.19999885559082,32.8,10.1,4.9,15,32.8,11.4,23.2,12.5
"Union","Union","Union County","Ohio",56707,38,86715,39845,78.5,204024,982,22.4,6.6,32,38.59999990463257,25.9,23,12.5,35.5,51.5,1.9,5.9,4.3
"Hawkins","Hawkins","Hawkins County","Tennessee",56611,44.9,41924,22905,73.5,121975,638,33.2,15.6,42.7,58.30000114440918,27.9,9.2,4.5,13.7,39.5,6.6,19.1,8.9
"Putnam","Putnam","Putnam County","West Virginia",56610,41.8,60097,32009,81.8,166501,831,29.8,8.3,36.5,44.80000019073486,29.2,15.7,10.4,26.1,42.6,3.7,9.8,5.8
"Jefferson","Jefferson","Jefferson County","West Virginia",56506,41.1,80430,34869,76.4,251759,998,29.4,10.2,31,41.19999980926514,27.1,19,12.8,31.8,41.6,6,9.7,5.1
"Lincoln","Lincoln","Lincoln County","Missouri",56477,37.1,64196,31168,78.5,162140,854,28.2,10.5,42.3,52.79999923706055,30.4,11.9,4.9,16.8,38.9,3.8,11,7.8
"Carter","Carter","Carter County","Tennessee",56433,45.4,38092,22290,70.8,122043,632,27.3,16.5,38.6,55.099998474121094,27.4,11.3,6.2,17.5,38.4,4.7,22.1,12.1
"Marion","Marion","Marion County","West Virginia",56355,41.1,50305,26069,74.6,114950,765,29.8,10.6,40.7,51.30000114440918,26.2,14.6,8,22.6,37.2,6,16.4,5.2
"Franklin","Franklin","Franklin County","Virginia",56187,47.2,56254,28319,81.7,178931,732,29.9,11.9,34.9,46.80000114440918,31.4,13.5,8.3,21.8,43.2,4.7,14.5,9.4
"Columbus","Columbus","Columbus County","North Carolina",56068,41.9,37628,22271,72.5,91770,633,36.1,17,36.3,53.29999923706055,32.8,9.2,4.6,13.8,33.3,6.6,22.8,12.6
"Whiteside","Whiteside","Whiteside County","Illinois",56016,43.4,54232,27944,74.9,106808,695,26.6,9.4,37.7,47.10000038146973,34.6,12.2,6,18.2,38.7,4.5,10.7,4.7
"La Plata","La Plata","La Plata County","Colorado",55617,40.4,68685,34074,70.7,392829,1147,34,4.5,20,24.5,31.3,27.7,16.5,44.2,48.9,4.1,9.1,8.4
"Pike","Pike","Pike County","Pennsylvania",55453,48.2,65928,30423,83.2,184278,1200,41.9,7,34.3,41.29999923706055,31.8,16.2,10.6,26.8,40.9,7.7,9.5,5.6
"Autauga","Autauga","Autauga County","Alabama",55380,38.2,58731,29725,73.3,150987,986,27.8,11.5,33.6,45.099998474121094,28.4,16.1,10.5,26.6,37.8,3.7,15.2,7.1
"Seneca","Seneca","Seneca County","Ohio",55351,39.9,52500,26909,72.3,106627,696,26,8.3,45.2,53.500000953674316,29.7,10.4,6.4,16.8,36.9,4.4,12.8,4.8
"Chisago","Chisago","Chisago County","Minnesota",55315,41.3,83464,38960,86.4,228594,884,26.4,5.4,33.8,39.19999933242798,39.4,15.3,6.2,21.5,44.4,3.6,6,3.6
"Windsor","Windsor","Windsor County","Vermont",55275,48,60987,31840,73.8,224374,935,36.1,6.6,29.1,35.700000286102295,26.1,21.5,16.8,38.3,46.3,3.8,9.2,4.8
"Campbell","Campbell","Campbell County","Virginia",55225,43,49664,27489,74.7,153633,757,28,12.8,32.2,45.000000953674316,32.5,15,7.4,22.4,38,3.7,11,9
"Pearl River","Pearl River","Pearl River County","Mississippi",55219,40.9,46901,23307,77.8,135763,765,30.6,16.2,30.4,46.60000038146973,36.7,11.4,5.2,16.6,38.6,8.3,17.1,14.2
"Coffee","Coffee","Coffee County","Tennessee",55209,39.7,50351,25585,68.1,140737,737,26.9,14.6,38.5,53.10000038146973,26.5,12.6,7.9,20.5,45,4.5,14,9.2
